stage_name,stage_date,stage_length,stage_GC_rank,stage_GC_rider,stage_GC_time,stage_GC_team
Stage 1 (ITT) | Fossacesia Marina - Ortona,06/05,(19.6k),1,EVENEPOEL Remco ,0:21:18,Soudal - Quick Step
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),92,LEYSEN Senne,2:51:09,Alpecin-Deceuninck
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),93,HEPBURN Michael,2:53:02,Team Jayco AlUla
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),94,STEWART Jake,2:55:14,Groupama - FDJ
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),95,VACEK Karel,2:56:19,Team Corratec - Selle Italia
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),96,GUERNALEC Thibault,2:58:50,Team Arkéa Samsic
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),97,MARCELLUSI Martin,2:59:57,Green Project-Bardiani CSF-Faizanè
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),98,SEVILLA Diego Pablo,2:59:59,EOLO-Kometa
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),99,MILAN Jonathan,3:02:39,Bahrain - Victorious
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),100,MÄRKL Niklas,3:04:23,Team DSM
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),101,WILLIAMS Stephen,3:05:56,Israel - Premier Tech
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),102,BENEDETTI Cesare,3:07:30,BORA - hansgrohe
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),103,BONIFAZIO Niccolò,3:08:09,Intermarché - Circus - Wanty
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),104,KIRSCH Alex,3:08:30,Trek - Segafredo
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),105,KONYCHEV Alexander,3:14:57,Team Corratec - Selle Italia
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),106,VERGAERDE Otto,3:17:44,Trek - Segafredo
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),107,STOJNIĆ Veljko,3:18:37,Team Corratec - Selle Italia
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),108,MAGLI Filippo,3:20:35,Green Project-Bardiani CSF-Faizanè
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),109,KANTER Max,3:24:02,Movistar Team
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),110,MOSCON Gianni,3:24:48,Astana Qazaqstan Team
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),111,CONSONNI Simone,3:25:04,Cofidis
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),112,KONOVALOVAS Ignatas,3:29:11,Groupama - FDJ
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),113,HVIDEBERG Jonas Iversby,3:30:32,Team DSM
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),114,GAVIRIA Fernando,3:33:54,Movistar Team
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),115,MARIT Arne,3:38:13,Intermarché - Circus - Wanty
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),116,QUARTERMAN Charlie,3:39:42,Team Corratec - Selle Italia
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),117,FIORELLI Filippo,3:39:43,Green Project-Bardiani CSF-Faizanè
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),118,CAVENDISH Mark,3:40:30,Astana Qazaqstan Team
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),119,LIENHARD Fabian,3:40:31,Groupama - FDJ
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),120,HOOLE Daan,3:45:19,Trek - Segafredo
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),121,RIOU Alan,3:45:23,Team Arkéa Samsic
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),122,KRIEGER Alexander,3:47:25,Alpecin-Deceuninck
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),123,STEWART Campbell,3:48:41,Team Jayco AlUla
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),124,TORRES Albert,3:50:17,Movistar Team
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),125,IACCHI Alessandro,3:51:55,Team Corratec - Selle Italia
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),126,DAINESE Alberto,3:52:58,Team DSM
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),127,ARASHIRO Yukiya,3:54:05,Bahrain - Victorious
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),128,DALLA VALLE Nicolas,3:56:04,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),1,THOMAS Geraint,76:25:51,INEOS Grenadiers
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),2,ROGLIČ Primož,0:29,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),3,ALMEIDA João,0:39,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),4,DUNBAR Eddie,3:39,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),5,CARUSO Damiano,3:51,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),6,KÄMNA Lennard,4:27,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),7,PINOT Thibaut,4:43,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),8,LEKNESSUND Andreas,4:47,Team DSM
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),9,ARENSMAN Thymen,4:53,INEOS Grenadiers
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),10,DE PLUS Laurens,5:52,INEOS Grenadiers
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),11,ARMIRAIL Bruno,6:40,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),12,RUBIO Einer Augusto,7:03,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),13,VAN WILDER Ilan,9:03,Soudal - Quick Step
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),14,CARTHY Hugh,9:21,EF Education-EasyPost
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),15,PARET-PEINTRE Aurélien,9:29,AG2R Citroën Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),16,KUSS Sepp,11:30,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),17,BUITRAGO Santiago,12:02,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),18,HAIG Jack,16:26,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),19,BARGUIL Warren,18:01,Team Arkéa Samsic
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),20,FORTUNATO Lorenzo,28:49,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),21,ZANA Filippo,29:23,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),22,KONRAD Patrick,30:32,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),23,SÁNCHEZ Luis León,32:56,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),24,VELASCO Simone,35:05,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),25,HUYS Laurens,35:14,Intermarché - Circus - Wanty
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),26,GEE Derek,38:11,Israel - Premier Tech
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),27,PRODHOMME Nicolas,39:31,AG2R Citroën Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),28,BOUWMAN Koen,40:44,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),29,ULISSI Diego,42:51,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),30,LASTRA Jonathan,43:51,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),31,SKUJIŅŠ Toms,53:42,Trek - Segafredo
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),32,FORMOLO Davide,55:31,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),33,MCNULTY Brandon,1:02:32,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),34,FRIGO Marco,1:05:05,Israel - Premier Tech
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),35,PARET-PEINTRE Valentin,1:05:59,AG2R Citroën Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),36,DE MARCHI Alessandro,1:07:55,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),37,VINE Jay,1:08:00,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),38,TONELLI Alessandro,1:08:25,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),39,HESSMANN Michel,1:09:07,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),40,OOMEN Sam,1:13:59,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),41,JUNGELS Bob,1:23:18,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),42,DENNIS Rohan,1:24:05,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),43,CEPEDA Jefferson Alexander,1:24:31,EF Education-EasyPost
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),44,ZAMBANINI Edoardo,1:25:37,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),45,ROTA Lorenzo,1:26:02,Intermarché - Circus - Wanty
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),46,MOLLEMA Bauke,1:26:28,Trek - Segafredo
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),47,BETTIOL Alberto,1:28:28,EF Education-EasyPost
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),48,BARTA Will,1:35:46,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),49,BIDARD François,1:36:51,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),50,DENZ Nico,1:37:37,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),51,WARBASSE Larry,1:40:24,AG2R Citroën Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),52,PRONSKIY Vadim,1:43:44,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),53,OLDANI Stefano,1:46:06,Alpecin-Deceuninck
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),54,VERONA Carlos,1:50:31,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),55,PALZER Anton,1:50:57,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),56,SCARONI Christian,1:51:18,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),57,BAIS Mattia,1:53:13,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),58,HEALY Ben,1:53:51,EF Education-EasyPost
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),59,SERRY Pieter,2:09:07,Soudal - Quick Step
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),60,SWIFT Ben,2:10:09,INEOS Grenadiers
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),61,PASQUALON Andrea,2:10:32,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),62,RICCITELLO Matthew,2:15:28,Israel - Premier Tech
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),63,DOMBROWSKI Joe,2:21:54,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),64,GAVAZZI Francesco,2:23:11,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),65,CHAMPION Thomas,2:24:50,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),66,MOLARD Rudy,2:26:57,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),67,MATTHEWS Michael,2:27:28,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),68,GIBBONS Ryan,2:28:52,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),69,SÜTTERLIN Jasha,2:32:53,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),70,MAYRHOFER Marius,2:33:37,Team DSM
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),71,CORT Magnus,2:34:11,EF Education-EasyPost
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),72,ALBANESE Vincenzo,",,",EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),73,BERWICK Sebastian,2:35:44,Israel - Premier Tech
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),74,PUCCIO Salvatore,2:41:50,INEOS Grenadiers
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),75,GLOAG Thomas,2:44:06,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),76,GABBURO Davide,2:45:55,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),77,BOUET Maxime,2:50:36,Team Arkéa Samsic
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),78,MAESTRI Mirco,2:52:03,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),79,BAUDIN Alex,2:55:10,AG2R Citroën Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),80,BAIS Davide,2:55:24,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),81,ROJAS José Joaquín,2:57:25,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),82,ACKERMANN Pascal,3:01:08,UAE Team Emirates
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),83,TOUMIRE Hugo,3:02:33,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),84,SBARAGLI Kristian,3:05:49,Alpecin-Deceuninck
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),85,AFFINI Edoardo,3:11:37,Jumbo-Visma
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),86,HEPBURN Michael,3:15:09,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),87,REX Laurenz,3:15:44,Intermarché - Circus - Wanty
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),88,RIES Michel,3:16:12,Team Arkéa Samsic
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),89,MULUBRHAN Henok,3:16:15,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),90,STEWART Jake,3:17:28,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),91,DELETTRE Alexandre,3:18:08,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),92,GUERNALEC Thibault,3:21:56,Team Arkéa Samsic
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),93,PÖSTLBERGER Lukas,3:23:57,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),94,WILLIAMS Stephen,3:24:00,Israel - Premier Tech
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),95,LEYSEN Senne,3:24:10,Alpecin-Deceuninck
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),96,VACEK Karel,3:29:20,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),97,SEVILLA Diego Pablo,3:33:00,EOLO-Kometa
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),98,KIRSCH Alex,3:35:11,Trek - Segafredo
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),99,MARCELLUSI Martin,3:35:55,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),100,MILAN Jonathan,3:36:41,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),101,STOJNIĆ Veljko,3:40:23,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),102,BENEDETTI Cesare,3:40:31,BORA - hansgrohe
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),103,MÄRKL Niklas,3:40:37,Team DSM
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),104,VERGAERDE Otto,3:41:38,Trek - Segafredo
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),105,KONYCHEV Alexander,3:47:58,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),106,MAGLI Filippo,3:56:33,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),107,KONOVALOVAS Ignatas,3:57:02,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),108,MOSCON Gianni,4:00:46,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),109,KANTER Max,4:00:48,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),110,CONSONNI Simone,4:02:31,Cofidis
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),111,HVIDEBERG Jonas Iversby,4:07:09,Team DSM
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),112,STEWART Campbell,4:10:48,Team Jayco AlUla
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),113,GAVIRIA Fernando,4:11:23,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),114,HOOLE Daan,4:12:00,Trek - Segafredo
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),115,MARIT Arne,4:12:55,Intermarché - Circus - Wanty
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),116,LIENHARD Fabian,4:13:32,Groupama - FDJ
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),117,FIORELLI Filippo,4:15:41,Green Project-Bardiani CSF-Faizanè
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),118,CAVENDISH Mark,4:16:28,Astana Qazaqstan Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),119,QUARTERMAN Charlie,4:17:15,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),120,RIOU Alan,4:18:24,Team Arkéa Samsic
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),121,KRIEGER Alexander,4:22:07,Alpecin-Deceuninck
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),122,IACCHI Alessandro,4:25:10,Team Corratec - Selle Italia
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),123,ARASHIRO Yukiya,4:27:06,Bahrain - Victorious
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),124,TORRES Albert,4:27:46,Movistar Team
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),125,DAINESE Alberto,4:30:25,Team DSM
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),126,DALLA VALLE Nicolas,4:33:31,Team Corratec - Selle Italia
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),1,THOMAS Geraint,81:55:47,INEOS Grenadiers
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),2,ROGLIČ Primož,0:26,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),3,ALMEIDA João,0:59,UAE Team Emirates
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),4,CARUSO Damiano,4:11,Bahrain - Victorious
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),5,DUNBAR Eddie,4:53,Team Jayco AlUla
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),6,PINOT Thibaut,5:10,Groupama - FDJ
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),7,ARENSMAN Thymen,5:13,INEOS Grenadiers
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),8,KÄMNA Lennard,5:54,BORA - hansgrohe
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),9,LEKNESSUND Andreas,6:08,Team DSM
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),10,DE PLUS Laurens,7:30,INEOS Grenadiers
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),11,RUBIO Einer Augusto,7:40,Movistar Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),12,BUITRAGO Santiago,10:03,Bahrain - Victorious
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),13,VAN WILDER Ilan,10:19,Soudal - Quick Step
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),14,PARET-PEINTRE Aurélien,12:05,AG2R Citroën Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),15,KUSS Sepp,12:30,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),16,ARMIRAIL Bruno,14:54,Groupama - FDJ
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),17,BARGUIL Warren,20:25,Team Arkéa Samsic
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),18,ZANA Filippo,31:06,Team Jayco AlUla
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),19,HAIG Jack,31:12,Bahrain - Victorious
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),20,KONRAD Patrick,32:03,BORA - hansgrohe
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),21,FORTUNATO Lorenzo,34:24,EOLO-Kometa
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),22,GEE Derek,37:04,Israel - Premier Tech
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),23,SÁNCHEZ Luis León,40:34,Astana Qazaqstan Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),24,PRODHOMME Nicolas,42:50,AG2R Citroën Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),25,BOUWMAN Koen,45:14,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),26,VELASCO Simone,45:28,Astana Qazaqstan Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),27,HUYS Laurens,46:53,Intermarché - Circus - Wanty
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),28,ULISSI Diego,59:29,UAE Team Emirates
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),29,SKUJIŅŠ Toms,1:04:46,Trek - Segafredo
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),30,FORMOLO Davide,1:05:08,UAE Team Emirates
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),31,MCNULTY Brandon,1:07:02,UAE Team Emirates
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),32,LASTRA Jonathan,1:15:48,Cofidis
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),33,HESSMANN Michel,1:17:02,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),34,FRIGO Marco,1:20:26,Israel - Premier Tech
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),35,OOMEN Sam,1:25:17,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),36,VINE Jay,1:27:32,UAE Team Emirates
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),37,PARET-PEINTRE Valentin,1:27:50,AG2R Citroën Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),38,DENNIS Rohan,1:29:40,Jumbo-Visma
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),39,DE MARCHI Alessandro,1:29:46,Team Jayco AlUla
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),40,JUNGELS Bob,1:31:37,BORA - hansgrohe
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),41,ZAMBANINI Edoardo,1:32:30,Bahrain - Victorious
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),42,TONELLI Alessandro,1:36:49,Green Project-Bardiani CSF-Faizanè
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),43,WARBASSE Larry,1:42:33,AG2R Citroën Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),44,PRONSKIY Vadim,1:44:40,Astana Qazaqstan Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),45,OLDANI Stefano,1:47:27,Alpecin-Deceuninck
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),46,ROTA Lorenzo,1:49:17,Intermarché - Circus - Wanty
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),47,VERONA Carlos,1:54:13,Movistar Team
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),48,MOLLEMA Bauke,1:57:35,Trek - Segafredo
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),49,BETTIOL Alberto,1:58:10,EF Education-EasyPost
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),50,BAIS Mattia,1:58:38,EOLO-Kometa
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),51,PALZER Anton,2:01:49,BORA - hansgrohe
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),52,CEPEDA Jefferson Alexander,2:04:59,EF Education-EasyPost
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),53,BIDARD François,2:05:56,Cofidis
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),54,BARTA Will,2:06:14,Movistar Team
